Geo Point;Geo Shape;intptlat;name;funcstat;intptlon;namelsad;geoid;awater;gid;countyfp;mtfcc;tractce;statefp;aland
40.7059678319,-74.0913621869;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.095862, 40.708725], [-74.095321, 40.709228], [-74.094723, 40.709788], [-74.093902, 40.709241], [-74.093081, 40.708693], [-74.09231, 40.708179], [-74.091654, 40.707742], [-74.091087, 40.707355], [-74.090866, 40.707204], [-74.089099, 40.705996999999996], [-74.088041, 40.705229], [-74.087742, 40.705457], [-74.086934, 40.704709], [-74.086631, 40.704494], [-74.087312, 40.703881], [-74.087974, 40.703285], [-74.088576, 40.702742], [-74.089172, 40.702208], [-74.090728, 40.703217], [-74.090931, 40.703053], [-74.091692, 40.703581], [-74.090528, 40.704162], [-74.090495, 40.704171], [-74.091521, 40.704905], [-74.093457, 40.70621], [-74.094428, 40.706864], [-74.096404, 40.708223], [-74.095862, 40.708725]]]]}";+40.7059678;56;S;-074.0913621;Census Tract 56;34017005600;0;40800;017;G5020;005600;34;231843
40.7503173583,-74.0425322079;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.046822, 40.749692], [-74.046401, 40.750312], [-74.046072, 40.750795], [-74.045985, 40.75092], [-74.045599, 40.751478], [-74.045167, 40.752102], [-74.04492, 40.752458], [-74.044702, 40.752773], [-74.044226, 40.753462], [-74.043829, 40.75406], [-74.04334, 40.754747], [-74.043216, 40.754922], [-74.042979, 40.754052], [-74.042694, 40.753027], [-74.042633, 40.752832], [-74.042562, 40.752652], [-74.042478, 40.752501], [-74.042259, 40.752296], [-74.042109, 40.7522], [-74.041385, 40.751927], [-74.040933, 40.751756], [-74.040497, 40.751591], [-74.039631, 40.751254], [-74.03878, 40.750922], [-74.03762, 40.750614], [-74.037665, 40.75054], [-74.038065, 40.749794], [-74.038427, 40.749052], [-74.038575, 40.748749], [-74.038731, 40.748446], [-74.039564, 40.748645], [-74.039635, 40.748442], [-74.040274, 40.74868], [-74.040594, 40.74817], [-74.040669, 40.74805], [-74.041269, 40.74718], [-74.042074, 40.747482], [-74.042926, 40.747802], [-74.043784, 40.748124], [-74.044505, 40.748395], [-74.044663, 40.748454], [-74.045351, 40.74869], [-74.045507, 40.748748], [-74.04615, 40.748988], [-74.046369, 40.749082], [-74.047063, 40.749336], [-74.046822, 40.749692]]]]}";+40.7503173;3;S;-074.0425322;Census Tract 3;34017000300;0;41347;017;G5020;000300;34;307207
40.7321834787,-74.055515783;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.059007, 40.735782], [-74.058895, 40.736286], [-74.058859, 40.736649], [-74.058827, 40.736968], [-74.057759, 40.736033], [-74.056626, 40.735041], [-74.055723, 40.734251], [-74.055232, 40.733822], [-74.054619, 40.733285], [-74.0535, 40.732305], [-74.052865, 40.731749], [-74.052534, 40.731518], [-74.052081, 40.731299], [-74.051957, 40.731262], [-74.051764, 40.731169], [-74.051624, 40.731125], [-74.051817, 40.730887], [-74.051895, 40.730774], [-74.052121, 40.730448], [-74.052662, 40.729694], [-74.053518, 40.728396], [-74.053664, 40.728149], [-74.053791, 40.727885], [-74.053855, 40.727714], [-74.053901, 40.727592], [-74.053966, 40.727419], [-74.054625, 40.728072], [-74.054704, 40.728213], [-74.054815, 40.728549], [-74.054909, 40.728837], [-74.055241, 40.729846], [-74.055278, 40.729909], [-74.055316, 40.729978], [-74.055588, 40.730322], [-74.055771, 40.730542], [-74.056554, 40.731456], [-74.056624, 40.731539], [-74.057402, 40.732489], [-74.057824, 40.733026], [-74.05802, 40.733275], [-74.059263, 40.734854], [-74.059007, 40.735782]]]]}";+40.7321834;12.02;S;-074.0555157;Census Tract 12.02;34017001202;0;40824;017;G5020;001202;34;227552
40.6819479801,-74.0661567935;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.098646, 40.682218], [-74.097229, 40.683866], [-74.09676, 40.684435], [-74.09636, 40.684922], [-74.09556, 40.685764], [-74.095531, 40.685793], [-74.09539, 40.685925], [-74.095111, 40.686186], [-74.09453, 40.686685], [-74.094459, 40.686756], [-74.094392, 40.686801], [-74.094286, 40.686885], [-74.094232, 40.686927], [-74.09338, 40.687597], [-74.092907, 40.687968], [-74.091598, 40.688982], [-74.089146, 40.69088], [-74.088435, 40.69143], [-74.087132, 40.692439], [-74.083881, 40.695009], [-74.080855, 40.697293], [-74.080606, 40.697479], [-74.078788, 40.698842], [-74.078455, 40.699091], [-74.078329, 40.69919], [-74.077664, 40.699713], [-74.077255, 40.700035], [-74.077135, 40.700136], [-74.077079, 40.700184], [-74.076912, 40.70031], [-74.076701, 40.700448], [-74.07656, 40.700529], [-74.07649, 40.700569], [-74.076244, 40.70069], [-74.075964, 40.700815], [-74.075522, 40.701015], [-74.074263, 40.701629], [-74.072488, 40.702406], [-74.072278, 40.70236], [-74.071414, 40.702169], [-74.070631, 40.701995], [-74.070287, 40.701919], [-74.070063, 40.701825], [-74.069825, 40.70171], [-74.06965, 40.701605], [-74.069602, 40.701577], [-74.068921, 40.701025], [-74.068728, 40.700866], [-74.068648, 40.7008], [-74.068276, 40.70049], [-74.06821, 40.700436], [-74.068448, 40.700223], [-74.06835, 40.700157], [-74.068021, 40.699932], [-74.067757, 40.69972], [-74.067414, 40.699465000000004], [-74.066657, 40.698775], [-74.066458, 40.698587], [-74.06622, 40.698404], [-74.066013, 40.698275], [-74.065259, 40.697844], [-74.064692, 40.697537], [-74.064046, 40.697175], [-74.06329, 40.696512], [-74.06233, 40.695968], [-74.058936, 40.694121], [-74.05661, 40.693003], [-74.055597, 40.693041], [-74.055435, 40.692905], [-74.055384, 40.692812], [-74.05537, 40.692768], [-74.055286, 40.692722], [-74.055239, 40.692696], [-74.055068, 40.692617], [-74.054893, 40.692542], [-74.054729, 40.692436], [-74.054611, 40.692365], [-74.054575, 40.69231], [-74.054517, 40.692206], [-74.054496, 40.692178], [-74.054366, 40.692134], [-74.054249, 40.692079], [-74.054185, 40.69204], [-74.054179, 40.69193], [-74.054221, 40.691864], [-74.053941, 40.691654], [-74.052814, 40.69077], [-74.04378, 40.687428], [-74.035844, 40.684492], [-74.035863, 40.684461], [-74.035944, 40.684327], [-74.042759, 40.672988], [-74.043507, 40.671745], [-74.044669, 40.669813], [-74.045951, 40.66768], [-74.047663, 40.664832], [-74.04822, 40.663905], [-74.048937, 40.662702], [-74.049594, 40.661622], [-74.065931, 40.666915], [-74.077666, 40.672082], [-74.08256, 40.674278], [-74.088524, 40.676583], [-74.089611, 40.677153], [-74.093672, 40.678695], [-74.094393, 40.679008], [-74.094904, 40.67923], [-74.095152, 40.679333], [-74.097977, 40.680892], [-74.098233, 40.6814], [-74.098646, 40.682218]]]]}";+40.6882887;58.02;S;-074.0707233;Census Tract 58.02;34017005802;7791915;42668;017;G5020;005802;34;4945571
40.6987682668,-74.089415043;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.093744, 40.700707], [-74.093112, 40.70124], [-74.092475, 40.701776], [-74.092239, 40.701549], [-74.091274, 40.700622], [-74.090316, 40.701214], [-74.090266, 40.701245], [-74.089704, 40.701732], [-74.089172, 40.702208], [-74.08741, 40.701064], [-74.087219, 40.70094], [-74.084909, 40.6994], [-74.08526, 40.699161], [-74.083703, 40.697467], [-74.08542, 40.696169], [-74.087399, 40.697703], [-74.088133, 40.697202], [-74.088834, 40.696724], [-74.089827, 40.696047], [-74.089845, 40.696034], [-74.090623, 40.695621], [-74.090642, 40.695609], [-74.0914, 40.695], [-74.09303, 40.696926], [-74.092615, 40.697949], [-74.094444, 40.700117], [-74.093744, 40.700707]]]]}";+40.6987683;60;S;-074.0894150;Census Tract 60;34017006000;0;40899;017;G5020;006000;34;380902
40.7177843636,-74.0611244985;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.067194, 40.716331], [-74.066867, 40.716795], [-74.066309, 40.717586], [-74.065866, 40.718214], [-74.065451, 40.718802], [-74.065241, 40.719099], [-74.065046, 40.719376], [-74.06397, 40.720671], [-74.063439, 40.721196], [-74.06277, 40.721859], [-74.061702, 40.722978], [-74.059878, 40.722411], [-74.059737, 40.722368], [-74.059643, 40.72234], [-74.058546, 40.722006], [-74.058467, 40.721982], [-74.057231, 40.721607], [-74.056989, 40.721534], [-74.056379, 40.72135], [-74.05545, 40.721069], [-74.055396, 40.721051], [-74.055313, 40.721024], [-74.055215, 40.720991], [-74.055436, 40.72027], [-74.055601, 40.719741], [-74.055669, 40.719501], [-74.055839, 40.718896], [-74.056007, 40.718302], [-74.05603, 40.71807], [-74.05608, 40.717558], [-74.056096, 40.717399], [-74.056088, 40.717345], [-74.055969, 40.716541], [-74.055867, 40.716272000000004], [-74.056149, 40.71607], [-74.056578, 40.715763], [-74.056747, 40.715642], [-74.057814, 40.714879], [-74.059023, 40.714034], [-74.059727, 40.713541], [-74.060231, 40.713178], [-74.060876, 40.713713], [-74.061503, 40.714234], [-74.062744, 40.713342], [-74.063383, 40.71386], [-74.063782, 40.71358], [-74.064599, 40.713008], [-74.065332, 40.713547], [-74.066403, 40.714335], [-74.066903, 40.714703], [-74.0671, 40.714847], [-74.067192, 40.714901], [-74.067125, 40.71527], [-74.067131, 40.715731], [-74.067219, 40.716296], [-74.067194, 40.716331]]]]}";+40.7177843;67;S;-074.0611246;Census Tract 67;34017006700;0;42086;017;G5020;006700;34;736662
40.7307656563,-74.0655914086;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.069474, 40.72921], [-74.068548, 40.730213], [-74.068503, 40.730263], [-74.068181, 40.730817], [-74.068022, 40.731066], [-74.067819, 40.731365], [-74.068815, 40.731575], [-74.06853, 40.732029], [-74.067633, 40.733571], [-74.06741, 40.733954], [-74.067256, 40.734212], [-74.067223, 40.734539], [-74.06713, 40.734853], [-74.067107, 40.73492], [-74.067019, 40.735177], [-74.066914, 40.735398], [-74.066445, 40.735127], [-74.066161, 40.734949], [-74.0659, 40.73474], [-74.065271, 40.734235], [-74.065022, 40.734018], [-74.064868, 40.733884], [-74.064334, 40.733419], [-74.06392, 40.733059], [-74.063384, 40.732609], [-74.063861, 40.732048], [-74.064118, 40.731745], [-74.064113, 40.731723], [-74.064284, 40.730932], [-74.064141, 40.730741], [-74.063233, 40.730641], [-74.063128, 40.730629], [-74.062158, 40.730524], [-74.061257, 40.730423], [-74.061688, 40.729865], [-74.06218, 40.729185], [-74.062273, 40.729075], [-74.062673, 40.728597], [-74.062707, 40.728556], [-74.06316, 40.728089], [-74.063579, 40.727702], [-74.063862, 40.72658], [-74.064167, 40.726722], [-74.064646, 40.727014], [-74.065038, 40.727253], [-74.065509, 40.72754], [-74.065852, 40.727773], [-74.066861, 40.72846], [-74.067474, 40.728878], [-74.068149, 40.729337], [-74.068709, 40.728876], [-74.069474, 40.72921]]]]}";+40.7307656;20;S;-074.0655914;Census Tract 20;34017002000;0;40828;017;G5020;002000;34;308583
40.7102178501,-74.0675921272;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.07329, 40.706634], [-74.072786, 40.707696], [-74.072432, 40.708491], [-74.07242, 40.708507], [-74.071669, 40.709465], [-74.071576, 40.709583], [-74.071474, 40.709706], [-74.071273, 40.709948], [-74.071051, 40.710142], [-74.070661, 40.710374], [-74.070145, 40.710682], [-74.069908, 40.710898], [-74.069717, 40.711073], [-74.069215, 40.711648], [-74.06892, 40.712061], [-74.068884, 40.712117], [-74.067774, 40.713815], [-74.067397, 40.714414], [-74.067257, 40.714637], [-74.0671, 40.714847], [-74.066903, 40.714703], [-74.066403, 40.714335], [-74.065332, 40.713547], [-74.064599, 40.713008], [-74.063782, 40.71358], [-74.063383, 40.71386], [-74.062744, 40.713342], [-74.061503, 40.714234], [-74.060876, 40.713713], [-74.060231, 40.713178], [-74.061453, 40.712297], [-74.062625, 40.711451], [-74.063422, 40.710876999999996], [-74.063658, 40.710714], [-74.064936, 40.709831], [-74.065728, 40.70926], [-74.067186, 40.708214], [-74.069451, 40.706582], [-74.071815, 40.704874], [-74.07252, 40.705451], [-74.072601, 40.705515], [-74.073491, 40.706211], [-74.07329, 40.706634]]]]}";+40.7102178;46;S;-074.0675923;Census Tract 46;34017004600;0;41573;017;G5020;004600;34;459145
40.7241318055,-74.0670989587;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.070944, 40.722872], [-74.070516, 40.723336], [-74.070499, 40.723359], [-74.070142, 40.723836], [-74.069728, 40.724414], [-74.069511, 40.724554], [-74.069286, 40.7247], [-74.068625, 40.724984], [-74.068288, 40.725145], [-74.068044, 40.72529], [-74.068016, 40.725309], [-74.067828, 40.725474], [-74.067756, 40.725549], [-74.067669, 40.725808], [-74.06749, 40.726345], [-74.067453, 40.726448], [-74.067203, 40.727109], [-74.067186, 40.727171], [-74.067077, 40.727584], [-74.066861, 40.72846], [-74.065852, 40.727773], [-74.065509, 40.72754], [-74.065038, 40.727253], [-74.064646, 40.727014], [-74.064167, 40.726722], [-74.063862, 40.72658], [-74.063877, 40.726522], [-74.064144, 40.726], [-74.064497, 40.725311], [-74.065159, 40.724094], [-74.065174, 40.724066], [-74.065753, 40.723115], [-74.065758, 40.722723], [-74.065744, 40.722573], [-74.065705, 40.722191], [-74.065695, 40.721758], [-74.065812, 40.721595], [-74.065899, 40.721442], [-74.066206, 40.720908], [-74.066532, 40.72043], [-74.066698, 40.720229], [-74.06673, 40.720201], [-74.067051, 40.72018], [-74.06714, 40.720452], [-74.067271, 40.720518], [-74.068362, 40.721069], [-74.068524, 40.721574], [-74.069595, 40.722147], [-74.070871, 40.72284], [-74.070944, 40.722872]]]]}";+40.7241318;30;S;-074.0670990;Census Tract 30;34017003000;0;40890;017;G5020;003000;34;246256
40.7523500795,-74.0669593262;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.08197, 40.740526], [-74.081739, 40.74063], [-74.081586, 40.740701], [-74.080799, 40.741121], [-74.080262, 40.741407], [-74.077047, 40.743248], [-74.075202, 40.747395], [-74.078686, 40.750601], [-74.078509, 40.750807], [-74.077472, 40.752014], [-74.077423, 40.752043], [-74.077003, 40.752223], [-74.076381, 40.752278], [-74.075751, 40.752378], [-74.075492, 40.752497], [-74.075385, 40.75262], [-74.075331, 40.752839], [-74.07533, 40.753003], [-74.075404, 40.753226], [-74.075561, 40.753489], [-74.075819, 40.753732], [-74.076154, 40.753956], [-74.07644, 40.754279], [-74.07654, 40.754444], [-74.076591, 40.754623], [-74.07659, 40.754787], [-74.076512, 40.754907], [-74.076391, 40.754998], [-74.076172, 40.755128], [-74.075898, 40.755178], [-74.075633, 40.755195], [-74.075347, 40.755256], [-74.075164, 40.755335], [-74.075057, 40.755437], [-74.07498, 40.755517], [-74.074954, 40.755637], [-74.074953, 40.755798], [-74.074976, 40.755959], [-74.075026, 40.756141], [-74.075079, 40.756284], [-74.07513, 40.756467], [-74.075205, 40.756628], [-74.075256, 40.756872], [-74.075201, 40.757113], [-74.075147, 40.757274], [-74.075091, 40.757558], [-74.075012, 40.757799], [-74.07488, 40.758021], [-74.074802, 40.758122], [-74.074642, 40.758242], [-74.074547, 40.758285], [-74.074381, 40.758361], [-74.074226, 40.758382], [-74.074068, 40.758421], [-74.07386, 40.758479], [-74.073548, 40.758559], [-74.073102, 40.758658], [-74.072946, 40.758719], [-74.072763, 40.758817], [-74.072656, 40.758918], [-74.072602, 40.75902], [-74.0726, 40.759242], [-74.072518, 40.759724], [-74.072465, 40.759826], [-74.072362, 40.759906], [-74.072246, 40.759978], [-74.072074, 40.760073], [-74.071956, 40.760138], [-74.071617, 40.760337], [-74.071327, 40.760499], [-74.070934, 40.760698], [-74.070543, 40.760878], [-74.070185, 40.76105], [-74.069682, 40.761293], [-74.069038, 40.761599], [-74.068748, 40.761732], [-74.068084, 40.762038], [-74.067991, 40.762077], [-74.067783, 40.762164], [-74.067611, 40.762236], [-74.067297, 40.762315], [-74.067105, 40.7624], [-74.066669, 40.762574], [-74.066092, 40.762896], [-74.065922, 40.762987], [-74.065529, 40.763328], [-74.065238, 40.763589], [-74.065029, 40.76369], [-74.064793, 40.763768999999996], [-74.064483, 40.763789], [-74.064143, 40.763744], [-74.063806, 40.763644], [-74.063548, 40.763482], [-74.063208, 40.763217], [-74.062849, 40.762912], [-74.06251, 40.762666], [-74.06215, 40.762482], [-74.061602, 40.7623], [-74.061366, 40.762277], [-74.060975, 40.762377], [-74.060792, 40.762434], [-74.060585, 40.762433], [-74.060193, 40.762493], [-74.060062, 40.762595], [-74.060008, 40.762675], [-74.060006, 40.762937], [-74.060033, 40.76316], [-74.060032, 40.763259], [-74.060002, 40.763401], [-74.059948, 40.76345], [-74.059871, 40.763521], [-74.059767, 40.763743], [-74.059737, 40.763944], [-74.059763, 40.764188], [-74.059838, 40.764411], [-74.059938, 40.764653], [-74.060042, 40.764836], [-74.060091, 40.76534], [-74.060089, 40.765523], [-74.05998, 40.765723], [-74.059771, 40.766006], [-74.059533, 40.766166], [-74.059169, 40.766387], [-74.058855, 40.766526999999996], [-74.058512, 40.766708], [-74.058196, 40.767049], [-74.058039, 40.76729], [-74.05796, 40.767431], [-74.057564, 40.767995], [-74.057248, 40.768479], [-74.057118, 40.768693999999996], [-74.056996, 40.768765], [-74.056895, 40.768867], [-74.056604, 40.768396], [-74.055287, 40.766234], [-74.053726, 40.763642], [-74.053132, 40.762656], [-74.052759, 40.762043], [-74.052229, 40.761174], [-74.052069, 40.760901], [-74.053343, 40.759016], [-74.053946, 40.758201], [-74.05458, 40.757456], [-74.055166, 40.756845], [-74.055224, 40.756785], [-74.055648, 40.756363], [-74.056283, 40.755731], [-74.057171, 40.754887], [-74.057938, 40.754165], [-74.059364, 40.752822], [-74.061801, 40.750448], [-74.062768, 40.749509], [-74.063199, 40.749091], [-74.063456, 40.748802], [-74.063637, 40.748556], [-74.063665, 40.748517], [-74.063835, 40.748238], [-74.063928, 40.748033], [-74.064016, 40.747794], [-74.06404, 40.747728], [-74.064127, 40.747432], [-74.064168, 40.747077], [-74.064219, 40.746557], [-74.064221, 40.746374], [-74.064224, 40.746106], [-74.064235, 40.745132], [-74.06424, 40.744743], [-74.064189, 40.743854], [-74.064126, 40.743159], [-74.063989, 40.742413], [-74.063874, 40.74194], [-74.06378, 40.741675], [-74.063602, 40.741309], [-74.064075, 40.740643], [-74.064115, 40.740602], [-74.065143, 40.739602], [-74.065465, 40.739229], [-74.067802, 40.739134], [-74.068104, 40.739122], [-74.06855, 40.739098], [-74.06953, 40.739044], [-74.069614, 40.73904], [-74.069663, 40.739037], [-74.070629, 40.738984], [-74.071208, 40.738953], [-74.071775, 40.738864], [-74.071919, 40.738842], [-74.072218, 40.738795], [-74.073079, 40.73866], [-74.073824, 40.738525], [-74.073937, 40.738505], [-74.07492, 40.738327], [-74.075189, 40.738278], [-74.075349, 40.738249], [-74.075439, 40.738233], [-74.075512, 40.73822], [-74.07568, 40.738189], [-74.075987, 40.738254], [-74.076038, 40.738267], [-74.077773, 40.738717], [-74.079041, 40.739046], [-74.081317, 40.73966], [-74.081957, 40.739832], [-74.083061, 40.740149], [-74.08197, 40.740526]]]]}";+40.7531886;69;S;-074.0680556;Census Tract 69;34017006900;280197;42091;017;G5020;006900;34;3573160
40.7266460106,-74.0731508834;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.077204, 40.725811], [-74.077021, 40.726056], [-74.076621, 40.726681], [-74.076175, 40.727359], [-74.076059, 40.72752], [-74.075471, 40.728335], [-74.075246, 40.728638], [-74.074868, 40.729136], [-74.074686, 40.729364], [-74.074369, 40.729762], [-74.07422, 40.729959], [-74.073874, 40.730403], [-74.071898, 40.729598], [-74.070472, 40.729016], [-74.069785, 40.728725], [-74.070051, 40.72831], [-74.070108, 40.728221], [-74.070485, 40.727692], [-74.070676, 40.72745], [-74.071209, 40.726772], [-74.071325, 40.726618], [-74.071404, 40.726514], [-74.071541, 40.726335], [-74.071564, 40.726306], [-74.071633, 40.726248], [-74.071737, 40.72616], [-74.07181, 40.726119], [-74.07223, 40.725883], [-74.071038, 40.725374], [-74.070795, 40.725281], [-74.069627, 40.724831], [-74.069286, 40.7247], [-74.069511, 40.724554], [-74.069728, 40.724414], [-74.070142, 40.723836], [-74.070499, 40.723359], [-74.070516, 40.723336], [-74.070944, 40.722872], [-74.073079, 40.72381], [-74.074107, 40.72427], [-74.075621, 40.724946], [-74.076464, 40.725323], [-74.077293, 40.725693], [-74.077204, 40.725811]]]]}";+40.7266460;28;S;-074.0731509;Census Tract 28;34017002800;0;41818;017;G5020;002800;34;295969
40.7085242292,-74.1042489845;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.116904, 40.710477], [-74.108154, 40.715963], [-74.103844, 40.718665], [-74.103774, 40.718694], [-74.101592, 40.717995], [-74.10158, 40.717884], [-74.101595, 40.717752], [-74.101674, 40.717768], [-74.101716, 40.717738], [-74.09831, 40.715684], [-74.096816, 40.714797], [-74.09676, 40.714764], [-74.096654, 40.714701], [-74.096506, 40.714613], [-74.096417, 40.714579], [-74.095515, 40.714084], [-74.09549, 40.714067], [-74.092499, 40.712049], [-74.092273, 40.711896], [-74.092646, 40.711658], [-74.092706, 40.711616], [-74.091515, 40.710874], [-74.089842, 40.709719], [-74.087242, 40.707995], [-74.086165, 40.707282], [-74.086291, 40.70713], [-74.084677, 40.706097], [-74.085347, 40.70555], [-74.086015, 40.705004], [-74.086551, 40.704566], [-74.086631, 40.704494], [-74.086934, 40.704709], [-74.087742, 40.705457], [-74.088041, 40.705229], [-74.089099, 40.705996999999996], [-74.090866, 40.707204], [-74.091087, 40.707355], [-74.091654, 40.707742], [-74.09231, 40.708179], [-74.093081, 40.708693], [-74.093902, 40.709241], [-74.094723, 40.709788], [-74.095321, 40.709228], [-74.095862, 40.708725], [-74.096404, 40.708223], [-74.096606, 40.708035], [-74.09695, 40.707716], [-74.097222, 40.707464], [-74.097533, 40.707175], [-74.097803, 40.706925], [-74.097888, 40.706799], [-74.097945, 40.706648], [-74.098083, 40.705893], [-74.098118, 40.705658], [-74.09827, 40.704646], [-74.098873, 40.705408], [-74.099612, 40.706202], [-74.09977, 40.706278], [-74.09983, 40.705611], [-74.100098, 40.704875], [-74.100135, 40.704777], [-74.10022, 40.704543], [-74.100462, 40.704131], [-74.100649, 40.703817], [-74.101096, 40.70325], [-74.101463, 40.702785], [-74.101839, 40.702339], [-74.102271, 40.701825], [-74.102572, 40.701469], [-74.103661, 40.700177], [-74.104214, 40.69955], [-74.105429, 40.698172], [-74.106434, 40.697139], [-74.107974, 40.69789], [-74.114559, 40.701071999999996], [-74.114287, 40.701402], [-74.113338, 40.702477], [-74.112787, 40.703102], [-74.113436, 40.704208], [-74.114703, 40.706368], [-74.11597, 40.708527], [-74.116514, 40.709454], [-74.117057, 40.710381], [-74.116904, 40.710477]]]]}";+40.7086175;54;S;-074.1042445;Census Tract 54;34017005400;1427099;40896;017;G5020;005400;34;1476223
40.7205651051,-74.0314465121;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.041248, 40.719805], [-74.041218, 40.720084], [-74.041121, 40.720794], [-74.041022, 40.721518], [-74.040922, 40.722245], [-74.040808, 40.722923], [-74.040762, 40.723199], [-74.040693, 40.723615], [-74.040592, 40.72423], [-74.040516, 40.724691], [-74.0405, 40.724788], [-74.040457, 40.725056], [-74.040003, 40.725006], [-74.039732, 40.724916], [-74.03912, 40.724737], [-74.039086, 40.724733], [-74.038701, 40.724681], [-74.037736, 40.724599], [-74.036928, 40.72453], [-74.036105, 40.724459], [-74.035813, 40.724434], [-74.035851, 40.724344], [-74.029535, 40.724136], [-74.021961, 40.723586], [-74.022511, 40.720573], [-74.022551, 40.72035], [-74.023386, 40.715774], [-74.032194, 40.71674], [-74.032857, 40.716892], [-74.03389, 40.717041], [-74.034024, 40.717060000000004], [-74.035505, 40.717274], [-74.035574, 40.717284], [-74.035868, 40.717356], [-74.036331, 40.717469], [-74.036685, 40.717565], [-74.037183, 40.7177], [-74.038836, 40.718218], [-74.0398, 40.71852], [-74.041335, 40.719002], [-74.041248, 40.719805]]]]}";+40.7202163;76;S;-074.0327243;Census Tract 76;34017007600;692977;41561;017;G5020;007600;34;563321
40.722611876,-74.064165312;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-74.067488, 40.718568], [-74.067469, 40.718645], [-74.067367, 40.719019], [-74.067279, 40.719304], [-74.067256, 40.719378], [-74.067185, 40.719563], [-74.067074, 40.719802], [-74.066986, 40.719978], [-74.066962, 40.720001], [-74.06673, 40.720201], [-74.066698, 40.720229], [-74.066532, 40.72043], [-74.066206, 40.720908], [-74.065899, 40.721442], [-74.065812, 40.721595], [-74.065695, 40.721758], [-74.065705, 40.722191], [-74.065744, 40.722573], [-74.065758, 40.722723], [-74.065753, 40.723115], [-74.065174, 40.724066], [-74.065159, 40.724094], [-74.064497, 40.725311], [-74.064144, 40.726], [-74.063877, 40.726522], [-74.063862, 40.72658], [-74.063579, 40.727702], [-74.062034, 40.726603], [-74.06196, 40.72655], [-74.061726, 40.726384], [-74.06159, 40.726246], [-74.061435, 40.726088], [-74.061111, 40.725753], [-74.061112, 40.725663], [-74.061292, 40.725412], [-74.06132, 40.724953], [-74.061651, 40.724514], [-74.060703, 40.724207], [-74.060606, 40.724149], [-74.060586, 40.724075], [-74.060612, 40.723993], [-74.061022, 40.723611], [-74.06106, 40.723576], [-74.061702, 40.722978], [-74.06277, 40.721859], [-74.063439, 40.721196], [-74.06397, 40.720671], [-74.065046, 40.719376], [-74.065241, 40.719099], [-74.065451, 40.718802], [-74.065866, 40.718214], [-74.066309, 40.717586], [-74.066867, 40.716795], [-74.067194, 40.716331], [-74.067219, 40.716296], [-74.067322, 40.716961], [-74.067486, 40.717758], [-74.067562, 40.718256], [-74.067488, 40.718568]]]]}";+40.7226118;31;S;-074.0641654;Census Tract 31;34017003100;0;41569;017;G5020;003100;34;260420
